text,gender
"             Since John Kerry tapped John Edwards to be his running mate, The Charlotte Observer has run at least two front page stories alleging that Edwards has not boosted Kerry's numbers in either nationwide or statewide polls.&nbsp; So what of the  urlLink new Mason-Dixon poll  showing Kerry and Bush neck and neck in North Carolina?&nbsp; The Observer duly noted it, in a paragraph on page five.&nbsp; Sheesh.&nbsp; If I can't count on the Observer, who can I count on?          ",male
"              Boston Flee Party   Boston is the site of the Democratic Convention this year. It is a meeting of democrats from different parts of America where John Kerry will be officially named the 'Presidential' nominee. The convention features talks by Kerry, Clinton and Rob Kennedy. It takes place in Fleet Center, where Boston Celtics play basketball during the NBA season.   urlLink Politics News Article | Reuters.com          ",male
"                 The day is here!!! New York here we come then Ireland here we come!! Ok so I tried to get some sleep and ended up getting exactly one hour, woo hoo. Hopefully I can sleep on the plane. Well everybody keep us in your prayers, I will miss you all. Have a great three weeks till I see you again!                ",female
"       Well, I don't think I'm supposed to talk about it, but it probably can't do any harm.  However, I think I'll wait until I've been released for good (next week) before I spill my guts.         ",male
"       Knowing exactly what's wrong with you, and not being able to/wanting to change it.            ",female
"             Well, I'm having  urlLink this  and  urlLink this  for breakfast and I heard  urlLink this  on the radio on the way home from dropping Mark off at work, so I guess it's a weird kind of good day.         ",female
"           I was really busy tonight working on some shit so nothing interesting here except that I am now officially an Amazon.com affiliate.  That means when you click on links in this site that go to products on amazon and then you purchase said product I get paid for it. so start shopping bitch! oh, and I'm on my way to Boston friday AM and won't be back until late Tuesday.  and if you other bastards don't start posting stuff I'm deleting you. soon to be Musings by Bobo & Bobo. Monkeypoxes on all of you!         ",male
"            urlLink this  is why I hate weather forecasts.  I'm watching blizzard-like conditions outside, but apparently, no precipitation is expected until the weekend, if not later.  Maybe next year we'll have the white Christmas!  Ken Barlow sucks ass.         ",male
"           Well, christmas was gud! AIR HOCKEY RULES (i got an air hockey table) And work today woz busy, lots of refunds.. I dont like then >:(         ",male
"       Latest report is that Johnny Damon has a concussion. In all my years of watching baseball, that had to the hardest collision I've ever seen ( including  every collision at home plate).         ",male
                  urlLink    Picture of Olu Deniz lagoon - Wedding destination! The most photographed beach in the med.&nbsp; urlLink         ,female
"   big tofu soup, yoghurt, apple, poppables and milk ",male
       a slice of lime for your fresh  wound flesh wound one word changed the world  could have been a  won’t  don’t  didn’t  some salt for your pulsing beating sweating heavy petted leaded heart  mix and bubble bubbles bump bump hump hump dump slump  six week dry spell with a little  salt and lime  easy peasy please me sex sleezy neighbors knock on doors instead of whores to find neighbors  your best friend’s sister yeah you miss her have another round  drink it down sip it slow watch time go blow flow to the midnight drunkfight hours before dawn pace is on  take one home or go alone choose fast it’s last call    ,female
"       According to  urlLink ecrush.com , 'Justin Timberlake -- is [my] ideal *NSYNC love match! Squeak! The baby of the *NSYNC family, and also the tallest, Justin likes his women to be optimistic, with sunny dispositions and upbeat character. All you whinin' gothic chicks just better gaze in another direction, because Justin frowns on 'sarcasm and pessimism.' And why shouldn't he? What's he got to be depressed about! Don't be bringin' him down, man! ...Self-confidence is a big turn-on for Timbo; self-deprecation annoys him terribly. So shape up and suck down the Prozac before steppin' out on the town with Justin.'  All I can say is, damn, does ecrush.com have a read on my personality.  It's like they know me!  In other news, I'm moving!  We've decided to sublet our apartment, and Megan and I are going to find a place in the city.  Goodbye, suburban wasteland!  Hello, urban jungle!           ",female
"       I've never really tried to quit smoking. Of course, quitting, at this juncture, is not about health, community or anything else. It's about money. I, simply, cannot afford it. I think this will be my last day smoking. At least for this month. And I'm not concerned about it at all. I have a worse addiction.  I have had allergies all weekend. They both make me sluggish and keep me from sleeping, leaving me tired and irritable, achey and snotty. I haven't slept a lot this weekend. I took Nyquil and went to bed around 8pm last night determined to get some rest.  The tight noose of addictions can make its presence known even a month after you've let them go.  Sunday nights. I hate Sunday nights. I hate them because I used to look forward to them so much. Now, no matter what I do or how tired I am, on Sunday nights I am awake and restless and longing to occupy my time as I used to. And, it takes everything in me to sleep, to find some rest, to push from my mind what Sunday used to mean. I miss my Sunday nights.     ",female
