text,author
The men were discussing the strange death of the Mexican as he lay asleep; a death seemingly connected in some way with the terrible bolt of lightning which had struck and shaken the mountain.,1
"I did not weep, but I wiped the perspiration from my brow, and tried to still my brain and heart beating almost to madness.",2
"The afternoon of my search brought nothing to light, and dusk came as I stood on Maple Hill looking down at the hamlet and across the valley to Tempest Mountain.",1
The police are confounded by the seeming absence of motive not for the murder itself but for the atrocity of the murder.,0
Neither he nor his son Archer knew of the shunned house as other than a nuisance almost impossible to rent perhaps on account of the mustiness and sickly odour of unkempt old age.,1
"But now that virtue has become to me a shadow, and that happiness and affection are turned into bitter and loathing despair, in what should I seek for sympathy?",2
"Not more unutterable could have been the chaos of hellish sound if the pit itself had opened to release the agony of the damned, for in one inconceivable cacophony was centred all the supernal terror and unnatural despair of animate nature.",1
"Through hunger and through thirst, I wrote.",0
"His jaws, which had been newly shaved, were tightly tied up by a bandage of muslin; and his arms being fastened in a similar way at the wrists, I prevented him from helping himself too freely to the liquors upon the table; a precaution rendered necessary, in the opinion of Legs, by the peculiarly sottish and wine bibbing cast of his visage.",0
"They insisted, therefore, that I should engage with a solemn promise that if the vessel should be freed I would instantly direct my course southwards.",2
From some farmhouse far away came the frantic barking of dogs.,1
"'There were originally but three Muses Melete, Mneme, Aoede meditation, memory, and singing.'",0
"I spoke a few hurried but energetic words to my companions, and, having succeeded in gaining over a few of them to my purpose made a frantic sally from the kiosk.",0
"In the marble streets were marble pillars, the upper parts of which were carven into the images of grave bearded men.",1
"In fact, amazement must have fairly deprived me of my senses, when I could not see the vast difference, in appearance, between the surface below me, and the surface of my mother earth.",0
I wish the composure but not the depression of solitude.,0
"In stature he is nearly my own height; that is, about five feet eight inches.",0
"Few deductions, if any, were made; and those few pertinaciously returning in upon the original object as a centre.",0
This change was particularly agreeable to me.,2
"The gait of my friend was unsteady, and the bells upon his cap jingled as he strode.",0
"The leaning, unpainted houses grew thicker, lined both sides of the road, and displayed more urban tendencies than did those we were leaving behind.",1
For a long time he was obstinate.,2
"""Of Madame L'Espanaye no traces were here seen; but an unusual quantity of soot being observed in the fire place, a search was made in the chimney, and horrible to relate the corpse of the daughter, head downward, was dragged therefrom; it having been thus forced up the narrow aperture for a considerable distance.",0
